year,month,day,date,sex,tag,size_class,disc_width,length,location,tide
2000,November,17,2000-11-17,M,1677,Large,16.7,31,Seal Beach,Low
2000,November,17,2000-11-17,M,1688,Large,17.1,22,Seal Beach,Low
2000,November,17,2000-11-17,M,1689,Medium,15.5,35,Seal Beach,Low
2000,November,17,2000-11-17,M,1692,Medium,15.8,23,Seal Beach,Low
2000,November,17,2000-11-17,M,1800,Large,19,42,Seal Beach,Low
2000,November,17,2000-11-17,M,1801,Large,18.6,38,Seal Beach,Low
2000,November,17,2000-11-17,M,1806,Medium,16.5,38,Seal Beach,Low
2000,November,17,2000-11-17,M,1811,Medium,16.5,34,Seal Beach,Low
2000,November,17,2000-11-17,M,1813,Large,18.5,34,Seal Beach,Low
2000,November,17,2000-11-17,M,1815,Medium,14.9,31,Seal Beach,Low
2000,November,17,2000-11-17,M,1816,Large,16.8,28,Seal Beach,Low
2000,November,17,2000-11-17,M,1828,Large,19.3,36,Seal Beach,Low
2000,November,17,2000-11-17,M,1829,Large,20.9,50,Seal Beach,Low
2000,November,17,2000-11-17,M,1832,Large,21.2,45,Seal Beach,Low
2000,November,17,2000-11-17,M,1833,Large,19.5,42,Seal Beach,Low
2000,November,17,2000-11-17,M,1835,Large,17.5,30,Seal Beach,Low
2000,November,17,2000-11-17,M,1837,Medium,13.6,31,Seal Beach,Low
2000,November,17,2000-11-17,M,1839,Large,20.4,37,Seal Beach,Low
2000,November,17,2000-11-17,M,1842,Medium,16.1,37,Seal Beach,Low
2000,November,17,2000-11-17,M,1848,Large,19.4,44,Seal Beach,Low
2000,November,17,2000-11-17,M,1849,Large,17.5,30,Seal Beach,Low
2000,November,17,2000-11-17,M,1853,Large,17.2,NA,Seal Beach,Low
2000,November,17,2000-11-17,M,1854,Large,17.1,33,Seal Beach,Low
2000,November,17,2000-11-17,M,1862,Medium,16.5,34,Seal Beach,Low
2000,November,17,2000-11-17,M,1865,Medium,15.3,30,Seal Beach,Low
2000,November,17,2000-11-17,M,1866,Large,16.9,35,Seal Beach,Low
2000,November,17,2000-11-17,M,1867,Large,17.7,37,Seal Beach,Low
2000,November,17,2000-11-17,M,1869,Large,18.1,35,Seal Beach,Low
2000,November,17,2000-11-17,M,1874,Large,18.7,35,Seal Beach,Low
2000,November,17,2000-11-17,M,1876,Large,17.2,39.5,Seal Beach,Low
2000,November,17,2000-11-17,M,1877,Large,20.5,40,Seal Beach,Low
2000,November,17,2000-11-17,M,1879,Large,17.9,34,Seal Beach,Low
2000,November,17,2000-11-17,M,1888,Large,19,48,Seal Beach,Low
2000,November,17,2000-11-17,M,1889,Medium,13.8,34,Seal Beach,Low
2000,November,17,2000-11-17,M,1892,Large,17.3,39,Seal Beach,Low
2000,November,17,2000-11-17,M,1893,Large,22.1,46.5,Seal Beach,Low
2000,November,17,2000-11-17,M,1894,Large,17.9,37,Seal Beach,Low
2000,November,17,2000-11-17,M,1897,Large,16.7,36,Seal Beach,Low
2001,February,2,2001-02-02,M,158,Medium,13.7,29.5,Seal Beach,Low
2001,February,2,2001-02-02,M,1106,Large,17,36,Seal Beach,Low
2001,February,2,2001-02-02,M,1109,Medium,15.8,37,Seal Beach,Low
2001,February,2,2001-02-02,M,1111,Large,20.1,46,Seal Beach,Low
2001,February,2,2001-02-02,M,1120,Large,20.3,43,Seal Beach,Low
2001,February,2,2001-02-02,M,1135,Medium,15.4,36,Seal Beach,Low
2001,February,2,2001-02-02,F,1140,Medium,16.4,37,Seal Beach,Low
2001,February,2,2001-02-02,F,1141,Medium,14,32,Seal Beach,Low
2001,February,2,2001-02-02,M,1143,Large,18.7,40,Seal Beach,Low
2001,February,2,2001-02-02,M,1144,Large,20.4,NA,Seal Beach,Low
2001,February,2,2001-02-02,M,1145,Medium,13.2,30,Seal Beach,Low
2001,February,2,2001-02-02,M,1152,Large,22,40,Seal Beach,Low
2001,February,2,2001-02-02,M,1156,Medium,15.9,30,Seal Beach,Low
2001,February,2,2001-02-02,M,1158,Medium,15.3,34,Seal Beach,Low
2001,February,2,2001-02-02,F,1163,Small,12.3,30,Seal Beach,Low
2001,February,2,2001-02-02,M,1165,Medium,15.8,34,Seal Beach,Low
2001,February,2,2001-02-02,M,1169,Large,17.2,43,Seal Beach,Low
2001,February,2,2001-02-02,F,1171,Medium,15.1,30,Seal Beach,Low
2001,February,2,2001-02-02,M,1177,Small,13,31,Seal Beach,Low
2001,February,2,2001-02-02,M,1185,Medium,13.9,31,Seal Beach,Low
2001,February,2,2001-02-02,M,1196,Large,18.6,39,Seal Beach,Low
2001,February,2,2001-02-02,F,1198,Small,12.5,32,Seal Beach,Low
2001,February,2,2001-02-02,M,1199,Medium,14.8,32,Seal Beach,Low
2001,February,2,2001-02-02,M,1304,Large,18,NA,Seal Beach,Low
2001,February,2,2001-02-02,F,1306,Small,12,27,Seal Beach,Low
2001,February,2,2001-02-02,M,1307,Medium,13.2,32,Seal Beach,Low
2001,February,2,2001-02-02,F,1342,Small,11.6,28,Seal Beach,Low
2001,February,2,2001-02-02,M,1346,Medium,14.9,33,Seal Beach,Low
2001,February,2,2001-02-02,M,1354,Medium,13.1,34,Seal Beach,Low
2001,February,2,2001-02-02,M,1358,Large,17,46,Seal Beach,Low
2001,February,2,2001-02-02,F,1361,Medium,13.7,31,Seal Beach,Low
2001,February,2,2001-02-02,M,1366,Medium,15,37,Seal Beach,Low
2001,February,2,2001-02-02,M,1383,Medium,14.9,35,Seal Beach,Low
2001,February,2,2001-02-02,M,1396,Medium,14.7,35,Seal Beach,Low
2001,February,2,2001-02-02,M,1397,Small,12.8,35,Seal Beach,Low
2001,February,2,2001-02-02,M,1510,Large,17,35,Seal Beach,Low
2001,February,2,2001-02-02,M,1516,Large,17,28,Seal Beach,Low
2001,February,2,2001-02-02,M,1517,Medium,14.4,28,Seal Beach,Low
2001,February,2,2001-02-02,M,1525,Medium,16,35,Seal Beach,Low
2001,February,2,2001-02-02,F,1526,Medium,13.6,24,Seal Beach,Low
2001,February,2,2001-02-02,M,1529,Medium,14.7,31,Seal Beach,Low
2001,February,2,2001-02-02,M,1542,Small,12.5,31.6,Seal Beach,Low
2001,February,2,2001-02-02,M,1553,Medium,15.5,26,Seal Beach,Low
2001,February,2,2001-02-02,M,1558,Medium,15.5,31,Seal Beach,Low
2001,February,2,2001-02-02,F,1559,Medium,14.9,29,Seal Beach,Low
2001,February,2,2001-02-02,M,1574,Large,17.6,33,Seal Beach,Low
2001,February,2,2001-02-02,F,1576,Medium,14.6,27,Seal Beach,Low
2001,February,2,2001-02-02,M,1577,Medium,14.3,29,Seal Beach,Low
2001,February,2,2001-02-02,M,1589,Large,18.9,30.5,Seal Beach,Low
2001,February,2,2001-02-02,M,1590,Medium,15.7,32,Seal Beach,Low
2001,February,2,2001-02-02,F,NA,Small,11.6,21,Seal Beach,Low
2001,February,2,2001-02-02,F,NA,Small,10.3,27,Seal Beach,Low
2001,February,2,2001-02-02,M,NA,Small,10.5,17,Seal Beach,Low
2001,February,23,2001-02-23,M,1791,Medium,15.5,21,Seal Beach,High
2001,April,13,2001-04-13,F,1002,Large,16.6,38,Seal Beach,Low
2001,April,13,2001-04-13,F,1003,Large,16.7,36,Seal Beach,Low
2001,April,13,2001-04-13,M,1004,Large,17.7,43,Seal Beach,Low
2001,April,13,2001-04-13,F,1007,Medium,15.9,40,Seal Beach,Low
2001,April,13,2001-04-13,M,1008,Medium,14.4,31,Seal Beach,Low
2001,April,13,2001-04-13,M,1009,Large,17.1,35,Seal Beach,Low
2001,April,13,2001-04-13,F,1010,Small,12.8,32,Seal Beach,Low
2001,April,13,2001-04-13,M,1011,Medium,15.7,39,Seal Beach,Low
2001,April,13,2001-04-13,M,1013,Large,18.9,38,Seal Beach,Low
2001,April,13,2001-04-13,M,1014,Large,17.6,33,Seal Beach,Low
2001,April,13,2001-04-13,M,1017,Large,22.8,46,Seal Beach,Low
2001,April,13,2001-04-13,M,1018,Large,18.5,42,Seal Beach,Low
2001,April,13,2001-04-13,M,1019,Large,19.1,42,Seal Beach,Low
2001,April,13,2001-04-13,M,1020,Large,20.1,43,Seal Beach,Low
2001,April,13,2001-04-13,M,1021,Large,16.8,36,Seal Beach,Low
2001,April,13,2001-04-13,M,1022,Medium,14.2,32,Seal Beach,Low
2001,April,13,2001-04-13,M,1023,Medium,14,32,Seal Beach,Low
2001,April,13,2001-04-13,F,1028,Medium,14.9,38,Seal Beach,Low
2001,April,13,2001-04-13,M,1030,Medium,16.1,39,Seal Beach,Low
2001,April,13,2001-04-13,F,1031,Medium,13.6,38,Seal Beach,Low
2001,April,13,2001-04-13,F,1034,Small,12.4,26,Seal Beach,Low
2001,April,13,2001-04-13,F,1035,Medium,14.4,28,Seal Beach,Low
2001,April,13,2001-04-13,M,1038,Large,18.1,NA,Seal Beach,Low
2001,April,13,2001-04-13,F,1039,Medium,15.6,34,Seal Beach,Low
2001,April,13,2001-04-13,M,1041,Large,16.8,39,Seal Beach,Low
2001,April,13,2001-04-13,F,1042,Medium,15.9,29,Seal Beach,Low
2001,April,13,2001-04-13,M,1044,Medium,16,32,Seal Beach,Low
2001,April,13,2001-04-13,M,1045,Medium,14.9,38,Seal Beach,Low
2001,April,13,2001-04-13,F,1046,Medium,14.9,45,Seal Beach,Low
2001,April,13,2001-04-13,M,1047,Large,18,43,Seal Beach,Low
2001,April,13,2001-04-13,M,1049,Medium,14.3,32,Seal Beach,Low
2001,April,13,2001-04-13,M,1050,Large,17.5,NA,Seal Beach,Low
2001,April,13,2001-04-13,M,1052,Medium,15.7,27,Seal Beach,Low
2001,April,13,2001-04-13,M,1053,Small,12.8,27,Seal Beach,Low
2001,April,13,2001-04-13,M,1054,Medium,14.7,29,Seal Beach,Low
2001,April,13,2001-04-13,M,1055,Large,18,31,Seal Beach,Low
2001,April,13,2001-04-13,M,1056,Large,19.5,51,Seal Beach,Low
2001,April,13,2001-04-13,M,1057,Large,18.2,39,Seal Beach,Low
2001,April,13,2001-04-13,M,1058,Small,12.5,27,Seal Beach,Low
2001,April,13,2001-04-13,M,1060,Medium,14.6,33,Seal Beach,Low
2001,April,13,2001-04-13,M,1062,Medium,15.2,27,Seal Beach,Low
2001,April,13,2001-04-13,M,1063,Medium,16,40,Seal Beach,Low
2001,April,13,2001-04-13,F,1066,Medium,15,31,Seal Beach,Low
2001,April,13,2001-04-13,F,1068,Medium,15.2,32,Seal Beach,Low
2001,April,13,2001-04-13,M,1073,Large,17.7,32,Seal Beach,Low
2001,April,13,2001-04-13,F,1074,Medium,15.8,37,Seal Beach,Low
2001,April,13,2001-04-13,M,1075,Medium,16,11,Seal Beach,Low
2001,April,13,2001-04-13,M,1076,Medium,16.3,26,Seal Beach,Low
2001,April,13,2001-04-13,M,1078,Large,16.9,39,Seal Beach,Low
2001,April,13,2001-04-13,M,1079,Medium,13.1,34,Seal Beach,Low
2001,April,13,2001-04-13,M,1080,Large,16.8,39,Seal Beach,Low
2001,April,13,2001-04-13,F,1082,Small,12.7,32,Seal Beach,Low
2001,April,13,2001-04-13,M,1083,Medium,15.6,38,Seal Beach,Low
2001,April,13,2001-04-13,M,1084,Large,17.5,46,Seal Beach,Low
2001,April,13,2001-04-13,M,1085,Large,19,36,Seal Beach,Low
2001,April,13,2001-04-13,M,1086,Medium,14.1,29,Seal Beach,Low
2001,April,13,2001-04-13,F,1087,Medium,14.9,37,Seal Beach,Low
2001,April,13,2001-04-13,F,1088,Medium,16.2,36,Seal Beach,Low
2001,April,13,2001-04-13,F,1089,Large,17.7,38,Seal Beach,Low
2001,April,13,2001-04-13,M,1090,Medium,15.5,NA,Seal Beach,Low
2001,April,13,2001-04-13,M,1091,Large,19.8,NA,Seal Beach,Low
2001,April,13,2001-04-13,F,1093,Medium,15.3,34,Seal Beach,Low
2001,April,13,2001-04-13,M,1094,Large,17.1,37,Seal Beach,Low
2001,April,13,2001-04-13,F,1095,Medium,14.2,36,Seal Beach,Low
2001,April,13,2001-04-13,M,1096,Medium,14.7,40,Seal Beach,Low
2001,April,13,2001-04-13,F,1097,Small,12.9,34,Seal Beach,Low
2001,April,13,2001-04-13,F,1098,Medium,14.5,31,Seal Beach,Low
2001,April,13,2001-04-13,M,1101,Large,16.7,39,Seal Beach,Low
2001,April,13,2001-04-13,M,1105,Large,19.5,45,Seal Beach,Low
2001,April,13,2001-04-13,M,1118,Large,17.8,38,Seal Beach,Low
2001,April,13,2001-04-13,M,1122,Large,18,43,Seal Beach,Low
2001,April,13,2001-04-13,M,1129,Large,16.6,39,Seal Beach,Low
2001,April,13,2001-04-13,M,1131,Large,20.8,39,Seal Beach,Low
2001,April,13,2001-04-13,M,1133,Medium,16,39,Seal Beach,Low
2001,April,13,2001-04-13,F,1142,Large,17,44,Seal Beach,Low
2001,April,13,2001-04-13,F,1146,Large,16.8,NA,Seal Beach,Low
2001,April,13,2001-04-13,M,1154,Medium,14.4,NA,Seal Beach,Low
2001,April,13,2001-04-13,M,1157,Medium,15.9,37,Seal Beach,Low
2001,April,13,2001-04-13,M,1167,Large,17.4,37,Seal Beach,Low
2001,April,13,2001-04-13,M,1172,Large,17,33,Seal Beach,Low
2001,April,13,2001-04-13,F,1174,Medium,15.2,39,Seal Beach,Low
2001,April,13,2001-04-13,F,1175,Medium,14.1,30,Seal Beach,Low
2001,April,13,2001-04-13,M,1183,Large,17,42,Seal Beach,Low
2001,April,13,2001-04-13,F,1186,Medium,15.7,34,Seal Beach,Low
2001,April,13,2001-04-13,M,1192,Medium,15.8,36,Seal Beach,Low
2001,April,13,2001-04-13,F,1193,Medium,13.5,33,Seal Beach,Low
2001,April,13,2001-04-13,F,1200,Large,17.3,38,Seal Beach,Low
2001,April,13,2001-04-13,M,1203,Medium,13.1,24,Seal Beach,Low
2001,April,13,2001-04-13,M,1205,Medium,13.3,28,Seal Beach,Low
2001,April,13,2001-04-13,M,1206,Medium,13.7,30,Seal Beach,Low
2001,April,13,2001-04-13,F,1213,Medium,14.7,32,Seal Beach,Low
2001,April,13,2001-04-13,F,1220,Medium,13.2,28,Seal Beach,Low
2001,April,13,2001-04-13,F,1226,Medium,15.8,39,Seal Beach,Low
2001,April,13,2001-04-13,F,1228,Medium,16.1,36,Seal Beach,Low
2001,April,13,2001-04-13,M,1229,Medium,15.6,33,Seal Beach,Low
2001,April,13,2001-04-13,F,1244,Small,11.9,23,Seal Beach,Low
2001,April,13,2001-04-13,M,1250,Medium,13.8,31,Seal Beach,Low
2001,April,13,2001-04-13,F,1253,Medium,14.4,33,Seal Beach,Low
2001,April,13,2001-04-13,M,1258,Medium,13.4,31,Seal Beach,Low
2001,April,13,2001-04-13,F,1267,Medium,14.8,33,Seal Beach,Low
2001,April,13,2001-04-13,M,1279,Small,12.4,26,Seal Beach,Low
2001,April,13,2001-04-13,M,1286,Medium,13.8,32,Seal Beach,Low
2001,April,13,2001-04-13,F,1807,Small,12.7,29,Seal Beach,Low
2001,April,13,2001-04-13,F,1818,Small,12.1,27,Seal Beach,Low
2001,April,13,2001-04-13,M,1820,Small,12.7,31,Seal Beach,Low
2001,April,13,2001-04-13,F,1844,Medium,16.3,30,Seal Beach,Low
2001,April,13,2001-04-13,M,1847,Medium,16.4,37,Seal Beach,Low
2001,April,13,2001-04-13,M,1851,Large,16.9,37,Seal Beach,Low
2001,April,13,2001-04-13,M,1859,Small,11.8,31,Seal Beach,Low
2001,April,13,2001-04-13,F,1883,Medium,13.1,28,Seal Beach,Low
2001,April,13,2001-04-13,M,1927,Small,12.2,27,Seal Beach,Low
2001,April,13,2001-04-13,F,1929,Medium,14.3,25,Seal Beach,Low
2001,April,13,2001-04-13,F,1930,Medium,14.6,31,Seal Beach,Low
2001,April,13,2001-04-13,F,1934,Medium,14.5,33,Seal Beach,Low
2001,April,13,2001-04-13,M,1946,Medium,15.7,35,Seal Beach,Low
2001,April,13,2001-04-13,M,1948,Medium,15.5,28,Seal Beach,Low
2001,April,13,2001-04-13,M,1955,Large,19.2,39,Seal Beach,Low
2001,April,13,2001-04-13,M,1956,Medium,13.3,28,Seal Beach,Low
2001,April,13,2001-04-13,F,1968,Small,12.7,32,Seal Beach,Low
2001,April,13,2001-04-13,F,1975,Medium,16,29,Seal Beach,Low
2001,April,13,2001-04-13,F,1982,Small,11.5,17,Seal Beach,Low
2001,April,13,2001-04-13,F,1990,Medium,13.4,32,Seal Beach,Low
2001,April,13,2001-04-13,F,NA,Small,9,25,Seal Beach,Low
2001,April,13,2001-04-13,F,NA,Small,9.7,25,Seal Beach,Low
2001,April,13,2001-04-13,F,NA,Small,11.3,28,Seal Beach,Low
2001,April,13,2001-04-13,F,NA,Small,11.4,25,Seal Beach,Low
2001,April,13,2001-04-13,F,NA,Medium,14,36,Seal Beach,Low
2001,April,13,2001-04-13,F,NA,Medium,15.7,38,Seal Beach,Low
2001,April,13,2001-04-13,M,NA,Small,10.4,20,Seal Beach,Low
2001,April,13,2001-04-13,M,NA,Small,12,31,Seal Beach,Low
2001,April,27,2001-04-27,F,1227,Medium,14,28,Seal Beach,Low
2001,April,27,2001-04-27,M,1232,Large,19.1,45,Seal Beach,Low
2001,April,27,2001-04-27,F,1243,Large,16.8,27,Seal Beach,Low
2001,April,27,2001-04-27,M,1269,Large,17.7,36,Seal Beach,Low
2001,April,27,2001-04-27,M,NA,Small,13,20,Seal Beach,Low
2001,April,27,2001-04-27,M,NA,Small,11,22,Seal Beach,Low
2001,April,27,2001-04-27,F,NA,Small,10.3,20,Seal Beach,Low
2001,May,11,2001-05-11,F,1302,Medium,15.2,39,Seal Beach,NA
2001,May,11,2001-05-11,F,1313,Large,20,40,Seal Beach,NA
2001,May,11,2001-05-11,F,1322,Large,19.2,37,Seal Beach,NA
2001,May,11,2001-05-11,F,1324,Large,23.5,51,Seal Beach,NA
2001,May,11,2001-05-11,F,1345,Large,21.1,48,Seal Beach,NA
2001,May,11,2001-05-11,F,1349,Large,17.7,37,Seal Beach,NA
2001,May,11,2001-05-11,F,1356,Large,25.5,54,Seal Beach,NA
2001,May,11,2001-05-11,F,1369,Large,18.6,46,Seal Beach,NA
2001,May,11,2001-05-11,F,1377,Large,20.1,NA,Seal Beach,NA
2001,May,11,2001-05-11,F,1382,Large,21.3,46,Seal Beach,NA
2001,May,11,2001-05-11,F,1395,Large,20,47,Seal Beach,NA
2001,May,11,2001-05-11,M,1398,Large,17,42,Seal Beach,NA
2001,May,11,2001-05-11,M,NA,Small,10.6,20,Seal Beach,NA
2001,May,11,2001-05-11,M,NA,Small,10.8,17,Seal Beach,NA
2001,May,11,2001-05-11,F,NA,Small,9.9,21,Seal Beach,NA
2001,May,11,2001-05-11,M,NA,Small,9.8,22,Seal Beach,NA
2001,May,11,2001-05-11,M,NA,Small,9.5,24,Seal Beach,NA
2001,May,25,2001-05-25,M,1318,Large,21.3,39,Seal Beach,NA
2001,May,25,2001-05-25,M,1504,Medium,13.8,28.5,Seal Beach,NA
2001,May,25,2001-05-25,M,1520,Large,17,37,Seal Beach,NA
2001,May,25,2001-05-25,F,1531,Large,24.6,44,Seal Beach,NA
2001,May,25,2001-05-25,M,1536,Large,22.8,45,Seal Beach,NA
2001,May,25,2001-05-25,M,1566,Medium,14.7,29.5,Seal Beach,NA
2001,May,25,2001-05-25,F,1701,Medium,16,32.8,Seal Beach,NA
2001,May,25,2001-05-25,F,1716,Medium,14,26.4,Seal Beach,NA
2001,May,25,2001-05-25,M,1725,Medium,13.9,33,Seal Beach,NA
2001,May,25,2001-05-25,F,1736,Large,22.2,49.5,Seal Beach,NA
2001,May,25,2001-05-25,F,1740,Large,23,44,Seal Beach,NA
2001,May,25,2001-05-25,F,1768,Large,23.3,42,Seal Beach,NA
2001,May,25,2001-05-25,F,NA,Small,11.6,25,Seal Beach,NA
2001,June,8,2001-06-08,F,1400,Medium,14.3,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1401,Medium,16.5,33,Seal Beach,NA
2001,June,8,2001-06-08,M,1402,Small,12.8,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1406,Medium,13.2,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1407,Medium,14.5,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1410,Medium,16,42,Seal Beach,NA
2001,June,8,2001-06-08,F,1411,Medium,13.4,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1416,Large,28,47,Seal Beach,NA
2001,June,8,2001-06-08,F,1417,Medium,15.8,30,Seal Beach,NA
2001,June,8,2001-06-08,F,1418,Medium,16.1,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1419,Medium,15,28,Seal Beach,NA
2001,June,8,2001-06-08,M,1420,Large,18.5,38,Seal Beach,NA
2001,June,8,2001-06-08,F,1421,Large,20.5,41,Seal Beach,NA
2001,June,8,2001-06-08,M,1424,Medium,15.3,31,Seal Beach,NA
2001,June,8,2001-06-08,M,1425,Large,19,44,Seal Beach,NA
2001,June,8,2001-06-08,M,1428,Medium,16.4,36,Seal Beach,NA
2001,June,8,2001-06-08,F,1429,Large,18.2,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1432,Medium,15,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1434,Large,21.5,40,Seal Beach,NA
2001,June,8,2001-06-08,F,1438,Large,18.5,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1441,Medium,16.2,34,Seal Beach,NA
2001,June,8,2001-06-08,M,1443,Medium,15.8,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1445,Medium,15.5,25,Seal Beach,NA
2001,June,8,2001-06-08,F,1447,Large,18,45,Seal Beach,NA
2001,June,8,2001-06-08,M,1448,Medium,13.8,34,Seal Beach,NA
2001,June,8,2001-06-08,M,1452,Medium,15,37,Seal Beach,NA
2001,June,8,2001-06-08,F,1454,Medium,15.8,29,Seal Beach,NA
2001,June,8,2001-06-08,F,1455,Large,17.2,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1456,Medium,16,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1457,Large,19.2,38,Seal Beach,NA
2001,June,8,2001-06-08,F,1458,Medium,16,31,Seal Beach,NA
2001,June,8,2001-06-08,M,1459,Medium,15.1,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1462,Medium,15.8,35,Seal Beach,NA
2001,June,8,2001-06-08,M,1463,Medium,16.5,32,Seal Beach,NA
2001,June,8,2001-06-08,M,1464,Medium,13.8,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1467,Medium,14.8,12,Seal Beach,NA
2001,June,8,2001-06-08,F,1468,Medium,14.1,26,Seal Beach,NA
2001,June,8,2001-06-08,F,1469,Large,20.3,44,Seal Beach,NA
2001,June,8,2001-06-08,F,1471,Medium,14,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1473,Medium,16.2,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1474,Medium,15,35,Seal Beach,NA
2001,June,8,2001-06-08,F,1476,Medium,15.5,25,Seal Beach,NA
2001,June,8,2001-06-08,F,1478,Large,17,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1479,Large,19.5,50,Seal Beach,NA
2001,June,8,2001-06-08,M,1481,Medium,13.1,32,Seal Beach,NA
2001,June,8,2001-06-08,M,1482,Large,18.5,35,Seal Beach,NA
2001,June,8,2001-06-08,F,1484,Medium,14.2,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1487,Medium,16.3,32,Seal Beach,NA
2001,June,8,2001-06-08,M,1488,Large,23.7,NA,Seal Beach,NA
2001,June,8,2001-06-08,F,1489,Small,12.8,22,Seal Beach,NA
2001,June,8,2001-06-08,M,1491,Medium,14.1,31,Seal Beach,NA
2001,June,8,2001-06-08,M,1494,Large,20,41,Seal Beach,NA
2001,June,8,2001-06-08,F,1495,Small,12.7,26,Seal Beach,NA
2001,June,8,2001-06-08,F,1497,Medium,13.9,26,Seal Beach,NA
2001,June,8,2001-06-08,F,1585,Large,17.8,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1700,Medium,16.3,38,Seal Beach,NA
2001,June,8,2001-06-08,F,1702,Medium,13.8,35,Seal Beach,NA
2001,June,8,2001-06-08,F,1706,Medium,14.9,39,Seal Beach,NA
2001,June,8,2001-06-08,F,1708,Small,13,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1709,Medium,14.2,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1712,Large,19.4,44,Seal Beach,NA
2001,June,8,2001-06-08,F,1719,Large,21,45,Seal Beach,NA
2001,June,8,2001-06-08,F,1721,Medium,13.6,30,Seal Beach,NA
2001,June,8,2001-06-08,M,1722,Small,12.6,21,Seal Beach,NA
2001,June,8,2001-06-08,F,1723,Medium,15.1,29,Seal Beach,NA
2001,June,8,2001-06-08,M,1724,Medium,13.2,23,Seal Beach,NA
2001,June,8,2001-06-08,F,1727,Medium,15.6,40.5,Seal Beach,NA
2001,June,8,2001-06-08,F,1731,Medium,14.4,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1732,Medium,13.7,33,Seal Beach,NA
2001,June,8,2001-06-08,M,1735,Large,18.2,31,Seal Beach,NA
2001,June,8,2001-06-08,M,1737,Large,19.1,47,Seal Beach,NA
2001,June,8,2001-06-08,F,1738,Medium,14.1,26,Seal Beach,NA
2001,June,8,2001-06-08,F,1739,Medium,13.3,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1741,Medium,15,14,Seal Beach,NA
2001,June,8,2001-06-08,F,1744,Small,12.2,29,Seal Beach,NA
2001,June,8,2001-06-08,F,1747,Medium,13.6,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1749,Large,18.5,45,Seal Beach,NA
2001,June,8,2001-06-08,F,1753,Large,21.9,48,Seal Beach,NA
2001,June,8,2001-06-08,M,1756,Small,12.6,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1757,Medium,15.8,35,Seal Beach,NA
2001,June,8,2001-06-08,F,1758,Large,21.8,43,Seal Beach,NA
2001,June,8,2001-06-08,F,1759,Medium,13.5,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1764,Large,18.8,41,Seal Beach,NA
2001,June,8,2001-06-08,F,1766,Medium,13.7,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1769,Large,18.5,41.5,Seal Beach,NA
2001,June,8,2001-06-08,M,1774,Small,12.1,28,Seal Beach,NA
2001,June,8,2001-06-08,F,1777,Medium,14.9,33,Seal Beach,NA
2001,June,8,2001-06-08,M,1778,Large,19.2,43,Seal Beach,NA
2001,June,8,2001-06-08,M,1779,Medium,16.3,40,Seal Beach,NA
2001,June,8,2001-06-08,F,1784,Large,22.5,46,Seal Beach,NA
2001,June,8,2001-06-08,F,1786,Medium,14.2,30,Seal Beach,NA
2001,June,8,2001-06-08,F,1787,Large,18.2,42,Seal Beach,NA
2001,June,8,2001-06-08,F,1788,Medium,16.2,36,Seal Beach,NA
2001,June,8,2001-06-08,M,1789,Large,17.2,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1790,Small,13,26,Seal Beach,NA
2001,June,8,2001-06-08,M,1792,Medium,15.5,34,Seal Beach,NA
2001,June,8,2001-06-08,F,1795,Small,12,27,Seal Beach,NA
2001,June,8,2001-06-08,F,1798,Medium,14.8,33,Seal Beach,NA
2001,June,8,2001-06-08,F,1799,Large,19,43,Seal Beach,NA
2001,June,8,2001-06-08,F,1900,Medium,14.4,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1901,Large,18.2,34.5,Seal Beach,NA
2001,June,8,2001-06-08,F,1902,Large,22,39,Seal Beach,NA
2001,June,8,2001-06-08,F,1903,Medium,16,32,Seal Beach,NA
2001,June,8,2001-06-08,F,1904,Small,12.6,31,Seal Beach,NA
2001,June,8,2001-06-08,F,1905,Medium,13.3,30.5,Seal Beach,NA
2001,June,8,2001-06-08,M,1906,Medium,16.5,35,Seal Beach,NA
