Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
1520	-5448.467	-5502.087	53.61975	0.00111666	0.00254067	0.00616087	0.000503441	0.00145903	0.000757461	0.00532982	0.000572908	0.000457299	0.00254541	0.000410964	0.00536737	0.00156314	0.00229328	0.00421613	0.00112124	0.0014104	7.25028e-05	0.0026152	0.00283519	0.000552238	0.00155076	0.000468841	0.000402589	0.00164533	0.000595374	0.00268589	0.000328899	0.00211197	0.00309941	0.00286189	0.00198032	0.000182496	0.000715442	0.00204199	0.00089371	0.00120049	0.000546183	0.000377973	0.000689025	2.48567e-05	0.00108274	0.00118317	0.000919277	0.00186113	0.00466552	0.00173763	0.000349633	0.00122744	0.000636165	0.00394556	8.6543e-05	0.000904477	0.00108122	0.00791141	0.00156994	0.00036227	0.00308455	0.00359342	0.00109157	0.00375739	0.000324267	0.00224977	0.000335158	0.00232081	0.00157355	0.00137672	0.0042539	0.00183255	0.000259488	0.000163989	0.000176103	0.000437235	0.00445469	0.00402844	0.00233616	0.00367051	0.00169116	0.00371805	0.0016317	0.000316904	0.000451362	0.00308079	9.37256e-05	0.00202859	0.000311173	0.000834025	0.00139129	0.00096665	0.00377235	0.000980416	0.000118508	0.000961627	0.000115405	0.000557054	0.00118358	0.00736003	0.00282822	0.0089608	0.00189496	0.000665663	1.58275e-06	4.18788e-06	0.00155414	0.000152765	0.00138502	0.000340399	0.00798618	0.00057344	0.00181551	0.00103821	0.00134215	0.000244506	0.00100746	0.000445505	0.00220286	0.00486046	0.00236198	0.000232887	0.00131359	0.00232739	0.00193684	0.00523641	0.00741583	0.00988857	0.00235977	0.00522745	0.000647588	0.00236858	0.00044448	0.00109648	0.00390014	0.000168506	0.00558741	0.0111437	0.00117081	0.0187528	0.000537664	0.00184252	0.00266702	0.00262217	0.000372847	0.000572109	0.000123808	0.000551136	0.000660708	0.000986048	0.00279343	0.00103771	0.00171185	0.00489282	0.00520101	0.0055515	0.000534096	0.00058841	0.000482701	6.99441e-05	0.124036	0.366355	0.0422927	3.18697e-25	0.411666	0.0556506	0.333069	0.199755	0.227394	0.239782	0.3273982
1530	-5448.54	-5501.905	53.36454	0.000831171	0.00230245	0.00613367	0.000646379	0.00183924	0.00141095	0.00570841	0.0026025	0.00101089	0.00279018	0.000231836	0.0108321	0.00238647	0.00275216	0.00244325	0.00190566	0.00143478	7.25789e-05	0.00175724	0.00217311	7.66835e-05	0.00154485	0.000246106	9.70968e-05	0.00201177	0.000719483	0.00199983	0.000771346	0.00217605	0.00114421	0.00336261	0.00579076	0.000214524	0.00021187	0.00292931	0.00133118	0.0044095	0.00149775	0.000762987	0.00153436	3.92771e-05	0.000613984	0.000626324	0.00117229	0.00141469	0.00621419	0.00376084	0.000481374	0.00183738	0.0011196	0.00793346	0.000172039	0.00272183	0.00461419	0.00582847	0.000882119	0.000686772	0.000844856	0.00435337	0.00222561	0.00481913	0.000159475	0.00140899	0.000359137	0.00246776	0.000694904	0.00242391	0.00679181	0.00114183	0.000993537	0.000143458	0.000185103	0.000383182	0.00635132	0.00256069	0.00219233	0.00378246	0.00103709	0.0015762	0.00101258	7.40268e-05	0.000203583	0.00169082	0.000101346	0.00502374	0.000717104	0.00063331	0.00145891	0.000419846	0.00517308	0.0012318	0.000809357	0.00030641	0.000407342	0.000622786	0.000970815	0.00495176	0.00193502	0.00717915	0.00104448	0.00124601	2.96368e-06	2.55805e-06	0.000454986	0.000682515	0.000217148	0.000338356	0.00794876	0.00131334	0.00132621	0.00228144	0.00225882	0.000126211	0.00102503	0.000382015	0.00306971	0.00598936	0.00347202	5.36485e-05	0.00106651	0.0016175	0.00153103	0.00619048	0.00308782	0.0094737	0.000841464	0.00417695	0.00153388	0.00219206	0.000202359	0.00109174	0.00307933	4.15434e-05	0.00456905	0.00677879	0.00223023	0.0264507	0.00164939	0.00295444	0.00234853	0.00175352	0.000333835	0.000300135	8.09377e-05	0.00151089	0.000694786	0.000433351	0.00343288	0.00106717	0.00215979	0.00757992	0.00196836	0.00744457	0.000534294	0.000748126	0.000125034	0.000373493	0.114346	0.351031	0.0264628	3.68704e-25	0.454837	0.0533228	0.330257	0.198069	0.233917	0.237758	0.3529192
1540	-5441.397	-5494.858	53.46093	0.00271559	0.00114132	0.00887541	0.000416903	0.00359965	0.00139029	0.0049185	0.00180876	0.000604517	0.00401098	0.000606162	0.0081706	0.00254617	0.00194542	0.00155722	0.000994675	0.00174505	0.000229499	0.00237465	0.00240697	6.46806e-05	0.00280826	0.000105151	0.000127024	0.000986161	0.00139137	0.00196749	0.00212647	0.00118817	0.000579041	0.00140129	0.00234156	0.000157083	0.000604767	0.00327113	0.00213641	0.00149433	0.00192333	0.00132483	0.00220941	6.52373e-05	0.000553663	0.00139589	0.000556047	0.00153744	0.0037576	0.00241673	0.000292342	0.00190343	0.000625717	0.00392279	0.000140442	0.00151149	0.00212828	0.00345409	0.000787487	0.000398411	0.000361377	0.0041852	0.00234082	0.00529083	3.51208e-05	0.00117247	0.000689419	0.00256413	0.000722436	0.000325929	0.010955	0.000389472	0.0010904	0.000129156	0.000169718	0.000442911	0.00597109	0.00113216	0.0020835	0.00307094	0.00113021	0.00262294	0.000694211	2.16039e-05	0.000241699	0.00151717	0.000178934	0.00141004	0.00154999	0.00141016	0.00198338	0.000503954	0.00362825	0.000230872	0.000652098	0.000354097	0.000468102	0.00100983	0.00291022	0.00479274	0.00279784	0.00801982	0.000324954	0.000687025	6.48721e-06	3.40182e-06	0.000565303	0.000548828	0.00015014	2.93526e-05	0.00669886	0.000583798	0.00213075	0.00178223	0.00141421	0.000487389	0.00131287	0.00107344	0.00252712	0.00846063	0.00516162	8.51306e-05	0.0011723	0.00213007	0.000794274	0.00480987	0.00362159	0.0141208	0.00132518	0.00372022	0.00134719	0.000822598	0.000395005	0.000939926	0.00297591	0.000136905	0.0051087	0.00426348	0.00256249	0.0272969	0.00088731	0.00176861	0.00193043	0.00232507	0.00149117	0.000266521	0.000162904	0.00153149	0.00130664	0.00101371	0.00372147	0.00115051	0.00204594	0.00709146	0.00834005	0.00675891	0.000468801	0.000622855	0.000293633	0.00156208	0.0881746	0.383498	0.0281135	3.52063e-25	0.445574	0.0546396	0.33691	0.202058	0.218485	0.242547	0.3432801
1550	-5444.558	-5498.096	53.53832	0.00110153	0.00202189	0.00643017	0.000227764	0.00114033	0.000736819	0.00806195	0.00169325	0.000471134	0.00280576	0.000863325	0.0101661	0.00295981	0.00471975	0.00187885	0.000685976	0.00108783	0.00088354	0.00259738	0.00232521	6.29554e-05	0.000673041	0.000402709	0.000270553	0.0018822	0.00130507	0.00302059	0.00048411	0.00314463	0.000573111	0.00125137	0.00365751	0.000374723	0.00352165	0.00341294	0.00206641	0.00138748	0.00169131	0.00157155	0.00211672	4.99546e-05	0.001087	0.00175208	0.00127956	0.000425594	0.00701372	0.00375904	0.000333356	0.00223837	0.0022482	0.00419943	9.03673e-05	0.00119382	0.00250657	0.00663937	0.00032244	0.000325729	0.000794925	0.00453151	0.00223977	0.00269829	4.63524e-05	0.00230899	0.000444493	0.00241467	0.00035969	0.000262843	0.0076502	0.000950465	0.000711265	7.93024e-05	2.07764e-05	0.000136372	0.0029417	0.00189034	0.00537924	0.00206307	0.00210757	0.00187308	0.000442813	1.01905e-05	0.000119219	0.0015623	0.000188025	0.00209436	0.00158915	0.00111656	0.00160732	0.00129631	0.00205626	0.000734978	0.00050782	0.000752315	0.00097383	0.00142755	0.00148207	0.00741893	0.00239414	0.00986899	0.000793094	0.000380075	4.78986e-06	6.27381e-06	0.00111837	0.000388299	0.000174668	2.52868e-05	0.00694996	0.00179111	0.00140794	0.00111171	0.000216697	0.000560953	0.000533142	0.000244902	0.00249285	0.00710997	0.00605287	0.000294914	0.00302045	0.00140784	0.000935262	0.00317771	0.00344994	0.0140922	0.00338984	0.00751024	0.0011457	0.000501961	0.000174413	0.000184784	0.00137426	0.000295959	0.00546865	0.00613402	0.00122701	0.0182906	0.000714215	0.00191581	0.000670115	0.0030345	0.00117676	0.000213154	0.000646347	0.00188811	0.000658481	0.00177499	0.00222485	0.00119707	0.000600165	0.00128626	0.00421912	0.00558614	0.00160593	0.000273971	0.00104856	0.000625949	0.0885941	0.383671	0.0282473	3.42726e-25	0.447694	0.0517934	0.328037	0.223073	0.212731	0.236159	0.3355409
1560	-5434.427	-5488.034	53.60683	0.00222317	0.00200075	0.0102194	0.000143262	0.00133712	0.000551123	0.00455315	0.00142306	0.000504558	0.00534737	0.00034722	0.00697078	0.00111038	0.00332239	0.00359743	0.000562889	0.00145071	0.000945885	0.00315927	0.00153708	0.000186487	0.000441083	0.000653486	9.43448e-05	0.000847002	0.000351125	0.000549458	0.000601304	0.003922	0.000443508	0.00172273	0.0009595	0.000470771	0.0025691	0.00163204	0.000764966	0.00111574	0.00230893	0.00171007	0.0016347	0.000168581	0.00188971	0.0024398	0.00180221	0.000408947	0.00559401	0.00245203	0.000660892	0.00144453	0.000641899	0.00249765	0.000320728	0.00202807	0.00245908	0.00527185	0.000665344	0.0003291	0.0016828	0.00482579	0.00178202	0.00365643	2.01511e-05	0.0021502	0.00018419	0.0028254	0.00030729	0.00115924	0.00753582	0.0016192	0.000965011	8.41539e-05	1.73727e-05	0.000353238	0.00358117	0.00434682	0.00299863	0.00421166	0.00228759	0.000835652	0.00059113	7.55885e-06	3.33357e-05	0.00142665	0.00178272	0.0036103	0.001456	0.00029459	0.000865937	0.00131553	0.00518839	0.000356172	0.000627464	0.000451632	0.000551184	0.000833612	0.000983787	0.010057	0.00210002	0.0104875	0.000821187	0.000397417	3.60924e-06	2.45477e-06	0.000820125	0.00152645	4.81465e-05	4.69923e-05	0.00961766	0.0024032	0.0012226	0.00150373	5.04107e-05	0.000780388	0.0012507	0.000268914	0.00143403	0.00681863	0.00227225	0.000561096	0.00331108	0.00130975	0.00184864	0.00552205	0.00238073	0.0111682	0.00579983	0.004757	0.00235986	0.000924564	0.000292698	0.000211962	0.00113479	0.000115478	0.00665032	0.00389309	0.00132393	0.0185595	0.000324591	0.001788	0.00118432	0.00198711	0.000325364	0.000385462	0.000469432	0.00208087	0.000385403	0.00114983	0.00132776	0.00141075	0.0010584	0.00145936	0.00395166	0.00683724	0.00100263	0.000175046	0.00163526	0.000528101	0.0952107	0.379647	0.027951	3.18639e-25	0.442998	0.0541933	0.339612	0.195657	0.220238	0.244493	0.3286901
1570	-5457.703	-5511.146	53.44333	0.00106738	0.00223438	0.00798769	0.000208009	0.00161501	0.000814963	0.00374292	0.0032315	0.000630599	0.00345676	0.000167902	0.00373482	0.00344515	0.00283264	0.00342156	0.000665735	0.00111379	0.000925176	0.00182411	0.00264607	0.000141428	0.000412302	0.000357443	0.000254308	0.00150194	0.000189756	0.00013704	0.000618594	0.00125709	0.000834508	0.00232699	0.00299666	0.000221753	0.00373724	0.000881763	0.000685978	0.00247004	0.00182445	0.00116795	0.00142046	0.000376806	0.00109188	0.0007759	0.00557219	0.00197061	0.00448553	0.00290686	0.000177959	0.00116759	0.00200528	0.00151067	0.00037031	0.00347485	0.00209773	0.00737185	0.00111958	0.000305552	0.000650803	0.0029633	0.00662166	0.00532753	7.94347e-06	0.00118667	0.00047513	0.00311677	0.000816179	0.000497169	0.00463611	0.00255748	0.0018775	0.000199645	3.18977e-06	0.0009947	0.00128758	0.00315765	0.00394809	0.00736545	0.00464985	0.00205643	0.00117183	2.07604e-05	9.32835e-05	0.00312413	0.00324492	0.00421992	0.00182374	0.000113962	0.00103992	0.00202853	0.00505799	0.000194908	0.00134384	0.00144029	0.000417948	0.000547824	0.00162959	0.0111285	0.00105332	0.00857765	0.000978464	0.000641915	6.34328e-06	1.54893e-06	0.000731439	0.000274661	0.000216933	0.000385439	0.00782602	0.00173628	0.00123269	0.00198617	0.000125948	0.00116746	0.00064899	0.000313227	0.00455197	0.00606644	0.00308878	0.000523311	0.00230084	0.000628008	0.00402937	0.00380189	0.00297909	0.010364	0.000967329	0.00978391	0.00124303	0.000865403	0.000184447	0.000391889	0.00373594	0.000183542	0.0059812	0.00336419	0.00202008	0.0148274	0.000555608	0.0015065	0.00262845	0.00227908	0.000179524	0.000924663	0.000244495	0.00248165	0.000566579	0.000874742	0.00169267	0.00275234	0.00140158	0.00211371	0.00418865	0.00803508	0.000694924	0.000450237	0.00165579	0.00100328	0.0949419	0.378575	0.0278721	3.23619e-26	0.441747	0.056864	0.33535	0.200459	0.217474	0.246716	0.3450397
1580	-5427.452	-5481.015	53.56324	0.00126332	0.000558944	0.00626072	0.000239471	0.00268218	0.000490131	0.00106098	0.00154706	0.000839168	0.00216767	0.00018655	0.00607589	0.000770292	0.00195496	0.00271688	0.000259833	0.000848492	0.000426386	0.0030048	0.0031695	0.000533399	0.000327169	0.0012196	0.000787926	0.00145085	0.000276361	0.000466232	0.000601602	0.00176286	0.000637643	0.0017644	0.00200655	0.000196671	0.00116998	0.000382346	0.000754876	0.0016403	0.000778301	0.00147091	0.00171385	0.000131845	0.00103178	0.000962727	0.00308434	0.00144789	0.00587123	0.00272999	0.000556665	0.000732498	0.00273562	0.00323067	0.000774323	0.00300108	0.00151761	0.00570022	0.000503507	0.000374271	0.000327559	0.00106171	0.0027906	0.00450777	9.73011e-06	0.00107296	0.000477145	0.00330049	0.000316544	0.00014504	0.00894982	0.00279486	0.00459758	0.00211344	6.74357e-06	0.000291917	0.00170776	0.00462429	0.00297854	0.00358652	0.00424853	0.00446589	0.00141069	3.62341e-05	8.51554e-05	0.00218197	0.0017103	0.00224227	0.00114292	0.000327496	0.00027966	0.00171303	0.0057556	0.00162007	0.00069169	0.00152641	0.00024932	0.000898484	0.00216416	0.00782057	0.0030481	0.00644253	0.000312561	0.000742307	2.41204e-06	3.53814e-06	0.00154291	0.000584661	0.00020166	0.00059806	0.0120743	0.00096337	0.000321064	0.0021198	0.000114212	0.000620178	0.000606263	0.000373126	0.00283363	0.00863776	0.00628259	0.000250108	0.0026594	0.000388829	0.00268583	0.0041249	0.0048427	0.0102809	0.00284949	0.00612553	0.00167626	0.00194579	0.000525764	0.000324826	0.00130596	9.09626e-05	0.00590231	0.00602026	0.00113107	0.0202711	0.00209553	0.00187393	0.00215103	0.00356732	0.000125951	0.00183991	0.000202682	0.00214721	0.000717718	0.00021025	0.00217923	0.00137945	0.000936821	0.00253644	0.00423209	0.00564558	0.000194345	0.000367981	0.00109245	0.000642794	0.109316	0.384975	0.0425173	2.4613e-26	0.417938	0.0452539	0.33535	0.200459	0.217474	0.246716	0.3330486
1590	-5441.762	-5495.234	53.47254	0.001227	0.00173062	0.00890388	0.000538671	0.00164157	0.000533541	0.00332785	0.00345262	0.00197942	0.00337377	0.000130088	0.00526751	0.00194169	0.00233117	0.00423371	0.000157821	0.00116987	0.000242555	0.00368135	0.00180115	0.000292966	0.0007331	0.000995185	0.000539317	0.00127555	0.000259763	0.000428905	0.00242363	0.000659549	0.000772213	0.00278445	0.00122824	6.06872e-05	0.00141136	0.00162799	0.00118665	0.00221074	0.00108611	0.00176567	0.00135824	0.000203401	0.000973993	0.00104969	0.00094771	0.0020199	0.00557076	0.00183418	0.00152442	0.00108323	0.0014262	0.00249532	0.00228844	0.00362027	0.0032552	0.00460832	0.000444221	0.00139483	0.00032073	0.00271733	0.0029768	0.00252687	2.68603e-05	0.00144558	0.0009849	0.00231194	0.000578841	0.000237562	0.0102761	0.000758876	0.00245595	0.00230598	1.55985e-05	0.000189957	0.00372494	0.00268801	0.00179672	0.00318341	0.00421834	0.0016319	0.000932616	5.44218e-05	2.73258e-05	0.00235363	0.000813663	0.00408671	0.000668288	0.000756571	0.000128064	0.000783886	0.00307485	0.000908707	0.00174307	0.000474752	0.000271972	0.00109457	0.000767492	0.00796657	0.00149473	0.00661455	0.000152594	0.000377016	5.85261e-06	1.65975e-06	0.00244764	0.000960157	0.000640189	0.00143806	0.00780175	0.00198392	0.00113914	0.00450754	0.000178906	0.000873179	0.000613576	0.000371166	0.00197285	0.0070574	0.00783085	0.000249484	0.00102022	0.00122916	0.00218572	0.0073828	0.00406252	0.00998752	0.0018654	0.00615025	0.00278452	0.00139506	0.000817066	0.000625566	0.00197387	0.000132424	0.00345088	0.00360943	0.00251786	0.0242807	0.00157039	0.00133698	0.00317578	0.00289523	0.000168834	0.00168617	0.000267477	0.000612106	0.000668154	0.000319871	0.00169953	0.00257688	0.00166637	0.0038192	0.00459707	0.00830265	0.000321662	0.000963192	0.00107232	0.000429447	0.110449	0.388964	0.0313771	3.18503e-26	0.422269	0.0469409	0.33535	0.200459	0.217474	0.246716	0.3421191
1600	-5463.123	-5516.48	53.35633	0.00148779	0.00176417	0.00658122	0.000995269	0.000898719	0.00110243	0.00336026	0.00232037	0.00303893	0.00187933	0.000275662	0.00592102	0.00317539	0.000879112	0.00574593	8.75015e-05	0.000806138	0.000763529	0.0028463	0.00277461	0.000280266	0.000925429	0.000840169	0.000209901	0.00169593	0.000491831	0.000211573	0.000898309	0.00204765	0.000577253	0.00166504	0.00291885	0.000251484	0.0014733	0.000508374	0.00125532	0.00477296	0.00108528	0.00128986	0.000639851	0.000174265	0.00188613	0.00037543	0.00103377	0.000831619	0.00318196	0.00199798	0.000903836	0.00152381	0.00323315	0.00285258	0.00166889	0.00458705	0.00575461	0.00377702	0.000447821	0.000997259	0.000285508	0.0014181	0.00231419	0.0047815	5.36457e-05	0.00199347	0.000520665	0.00238304	0.00115564	0.00124085	0.00691476	0.00115881	0.00144519	0.00177737	7.85867e-05	0.000487924	0.00267687	0.0021965	0.00459553	0.00845	0.00365287	0.00139171	0.00167167	7.04393e-05	4.62666e-05	0.000614387	0.000193158	0.00141725	0.00165685	0.00191698	0.000310484	0.00146949	0.00634902	0.00135934	0.00286225	0.000283117	0.000117978	0.000717999	0.000500181	0.00459917	0.0014711	0.00734427	0.000487025	0.0029371	3.05751e-06	1.55372e-06	0.000628306	0.000348096	0.00042019	0.00134258	0.00761759	0.00121162	0.00228121	0.0042187	2.14299e-05	0.000462263	0.000445866	0.00268548	0.00220643	0.00565679	0.00461486	0.000392488	0.0014688	0.00217456	0.000628097	0.00720067	0.00712578	0.0161006	0.00347922	0.00900756	0.00115021	0.00220758	0.000555406	0.000577208	0.00258475	0.000113243	0.0071341	0.0067067	0.00205153	0.0154165	0.000945669	0.00169025	0.00283917	0.00241692	9.19928e-05	0.000555671	0.000351476	0.00226203	0.00188033	0.00018514	0.00350272	0.00246347	0.00145248	0.00467458	0.00210347	0.00613317	0.000444938	0.00120264	0.00240406	0.000560606	0.110449	0.36276	0.0304856	8.61054e-26	0.461019	0.0352861	0.333938	0.203826	0.216559	0.245677	0.3537396
1610	-5451.687	-5505.141	53.4542	0.00130182	0.000892749	0.00807266	0.000490095	0.000845	0.000390024	0.00325479	0.00151979	0.00379664	0.00276221	0.000341148	0.00892813	0.00307178	0.00116434	0.00466438	0.000278152	0.00337457	0.00136069	0.00230916	0.00314821	0.000242625	0.000719907	0.000246913	2.45303e-05	0.00224429	0.000643879	0.000175988	0.000586864	0.00282547	0.00167513	0.0015654	0.00269324	5.08631e-05	0.00105271	0.00055825	0.00070125	0.0023546	0.00157852	0.000858545	0.000986973	0.000133499	0.00127239	0.000751442	0.000942747	0.000651339	0.00724218	0.00272949	0.00155242	0.00159166	0.0020617	0.00302028	0.00294311	0.00166359	0.00317112	0.00473147	0.00105084	0.000425137	0.000336364	0.00124171	0.00348333	0.00447123	1.45143e-05	0.000913423	0.00160989	0.0039407	0.001911	0.00106966	0.00611213	0.00115058	0.00314992	0.0027892	6.10115e-05	0.000500557	0.00214444	0.00123876	0.00252531	0.00537564	0.0029433	0.00112011	0.00224132	4.59604e-05	2.99369e-05	0.000695044	0.000265096	0.000568912	0.000582296	0.00124986	0.00013957	0.000930665	0.00685284	0.00121197	0.000904371	0.000157098	0.00024771	0.00139111	0.000802172	0.00921549	0.00290743	0.00842901	0.00110281	0.00197423	7.19287e-07	1.81317e-06	0.000624449	0.000382399	0.000226417	0.00177193	0.00621439	0.000581282	0.00151299	0.00185221	5.41311e-05	0.00240796	0.000588886	0.00262232	0.0036973	0.0092934	0.00332987	6.23737e-05	0.00254128	0.00217154	0.00147723	0.0028575	0.00303518	0.0108488	0.00214341	0.00581959	0.00148699	0.000760856	0.000393197	0.000322107	0.00386145	0.000541814	0.005074	0.00555084	0.00290339	0.0178478	0.000497624	0.00187659	0.00461525	0.00170443	9.99374e-05	0.00081185	0.00024819	0.00281091	0.00114382	7.9807e-05	0.00125138	0.00568915	0.000661592	0.00220001	0.00331689	0.00685313	0.00059823	0.00344294	0.00100105	0.000453837	0.110699	0.400697	0.0439752	5.06635e-26	0.399172	0.0454567	0.329177	0.20092	0.227729	0.242175	0.3439528
1620	-5460.079	-5513.318	53.23946	0.0034374	0.00158895	0.00607513	0.00034327	0.000615328	0.000376658	0.00468486	0.00127119	0.000842121	0.00399406	0.000344026	0.00868829	0.0033298	0.00111351	0.00312556	0.000236371	0.00173977	0.000575654	0.00373415	0.00116894	0.000191846	0.00221876	0.000430217	4.5997e-05	0.00194713	0.00233818	0.000786166	0.000160935	0.0027947	0.000642677	0.00113594	0.00108107	2.07084e-05	0.00229124	0.00204223	0.000547874	0.00316619	0.00374875	0.00248153	0.00114418	0.000249034	0.00296101	0.000553153	0.000427605	0.000753173	0.00309586	0.00242704	0.00165372	0.000671216	0.00240236	0.00352991	0.00134997	0.00139651	0.00367065	0.00486164	0.00116776	0.000568251	0.000321643	0.00221187	0.00364154	0.002419	1.9228e-05	0.00138292	0.00262482	0.00248215	0.00142846	0.000760919	0.0098281	0.000727366	0.00400224	0.00109872	0.000330515	0.00134776	0.0020843	0.00110279	0.002692	0.00422773	0.00482274	0.00226669	0.000667107	5.83021e-05	6.05893e-05	0.00220855	0.000305714	0.0017022	0.00106014	0.000936835	0.000313726	0.00142848	0.00619394	0.00307146	0.000647415	0.000168366	0.000658909	0.000982795	0.000600495	0.00689439	0.00316339	0.00972462	0.000348295	0.00374551	6.2586e-07	7.13381e-07	0.00126643	0.00036416	0.000803708	0.0014024	0.00995891	0.000693801	0.0002173	0.00247403	5.30598e-05	0.00298305	0.000394414	0.000874488	0.00496266	0.0091915	0.00411718	3.04532e-05	0.00172688	0.00260477	0.00283735	0.00569449	0.00232645	0.0122893	0.00151502	0.00645609	0.00216276	0.000394163	0.000491006	0.000196974	0.00321742	0.000300111	0.00320292	0.00866564	0.00266428	0.0232764	0.000249251	0.00200232	0.00368206	0.00136953	7.95708e-05	0.000886258	0.000730134	0.000938339	0.00127398	0.000206982	0.00196399	0.00346257	0.00121404	0.003247	0.00782626	0.00635662	0.000487333	0.00353567	0.000874616	0.000224555	0.117378	0.388051	0.0300826	4.54197e-26	0.421934	0.0425553	0.330357	0.20164	0.22496	0.243043	0.3654269
1630	-5438.41	-5491.69	53.27991	0.00174662	0.00210877	0.0086056	0.000885661	0.000826144	0.000809687	0.00401338	0.00138069	0.00080975	0.00406101	0.000282967	0.00395908	0.00240617	0.00452948	0.00536115	0.00039615	0.00249518	0.00069887	0.00149846	0.00191298	0.000206432	0.00123256	0.000748082	6.60964e-05	0.00153901	0.00157549	0.00145704	0.000761731	0.00274381	0.000389508	0.000562692	0.00186682	3.27493e-05	0.00169199	0.00161673	0.00120798	0.00194611	0.00348852	0.00183183	0.00168337	0.000421618	0.0010818	0.000228463	0.00092465	0.000601259	0.00579369	0.00139772	0.000676214	0.00157174	0.00304558	0.00217078	0.000590683	0.00326596	0.00439754	0.00316363	0.000520268	0.000448222	0.000995065	0.00498624	0.00313818	0.00327266	2.27463e-05	0.000862758	0.000662191	0.00322271	0.00173974	0.00105893	0.00932349	0.00154938	0.00108661	0.00278843	0.000309792	0.00100493	0.00126603	0.00181236	0.00287162	0.00971845	0.00351621	0.00281926	0.000735271	1.10481e-05	3.71291e-05	0.00231712	8.9224e-05	0.00261366	0.00155889	0.00289405	0.00116847	0.00162036	0.00528041	0.0018312	0.000595879	9.28918e-05	0.00102892	0.000238302	0.00270842	0.0144804	0.00157684	0.0090673	0.000164474	0.000480523	7.95809e-07	3.15458e-07	0.000932952	0.000536244	0.00162362	0.000910488	0.00678868	0.000245499	0.00101284	0.00114041	2.21486e-05	0.001601	0.000127804	0.00078127	0.00413081	0.00978165	0.00402738	8.90393e-05	0.000502648	0.0014054	0.00114889	0.0029723	0.00299152	0.0122711	0.00281569	0.00810734	0.00244523	0.000417067	0.00106057	0.000118214	0.00308715	0.00018913	0.00603036	0.00782153	0.0027192	0.0238277	0.000571418	0.00138948	0.00125422	0.00240599	0.000212909	0.000334953	0.000360963	0.000622402	0.000691223	0.000348944	0.00100352	0.00257029	0.00139496	0.00307032	0.00226844	0.00852144	0.00173356	0.0032761	0.00115792	0.000154245	0.113994	0.373947	0.0383354	9.99404e-26	0.431487	0.0422362	0.331811	0.198126	0.225951	0.244113	0.361382
