Iteration	Posterior	Likelihood	Prior	bl[1]	bl[2]	bl[3]	bl[4]	bl[5]	bl[6]	bl[7]	bl[8]	bl[9]	bl[10]	bl[11]	bl[12]	bl[13]	bl[14]	bl[15]	bl[16]	bl[17]	bl[18]	bl[19]	bl[20]	bl[21]	bl[22]	bl[23]	bl[24]	bl[25]	bl[26]	bl[27]	bl[28]	bl[29]	bl[30]	bl[31]	bl[32]	bl[33]	bl[34]	bl[35]	bl[36]	bl[37]	bl[38]	bl[39]	bl[40]	bl[41]	bl[42]	bl[43]	bl[44]	bl[45]	bl[46]	bl[47]	bl[48]	bl[49]	bl[50]	bl[51]	bl[52]	bl[53]	bl[54]	bl[55]	bl[56]	bl[57]	bl[58]	bl[59]	bl[60]	bl[61]	bl[62]	bl[63]	bl[64]	bl[65]	bl[66]	bl[67]	bl[68]	bl[69]	bl[70]	bl[71]	bl[72]	bl[73]	bl[74]	bl[75]	bl[76]	bl[77]	bl[78]	bl[79]	bl[80]	bl[81]	bl[82]	bl[83]	bl[84]	bl[85]	bl[86]	bl[87]	bl[88]	bl[89]	bl[90]	bl[91]	bl[92]	bl[93]	bl[94]	bl[95]	bl[96]	bl[97]	bl[98]	bl[99]	bl[100]	bl[101]	bl[102]	bl[103]	bl[104]	bl[105]	bl[106]	bl[107]	bl[108]	bl[109]	bl[110]	bl[111]	bl[112]	bl[113]	bl[114]	bl[115]	bl[116]	bl[117]	bl[118]	bl[119]	bl[120]	bl[121]	bl[122]	bl[123]	bl[124]	bl[125]	bl[126]	bl[127]	bl[128]	bl[129]	bl[130]	bl[131]	bl[132]	bl[133]	bl[134]	bl[135]	bl[136]	bl[137]	bl[138]	bl[139]	bl[140]	bl[141]	bl[142]	bl[143]	bl[144]	bl[145]	bl[146]	bl[147]	bl[148]	bl[149]	bl[150]	bl[151]	bl[152]	bl[153]	bl[154]	bl[155]	bl[156]	bl[157]	er[1]	er[2]	er[3]	er[4]	er[5]	er[6]	pi[1]	pi[2]	pi[3]	pi[4]	TL
5330	-5443.748	-5497.482	53.73475	0.000907028	0.000438791	0.00864375	0.00137808	0.00222834	0.000692229	0.00252903	0.000392559	0.000783099	0.00305784	0.000233961	0.00730933	0.00127441	0.00200062	0.00301323	0.000512778	0.000759098	0.00107178	0.00166753	0.00400139	0.00079753	0.000533705	0.000472748	0.000117129	0.000905376	0.00082714	0.000575812	0.000442813	0.00090115	0.00183474	0.00123842	0.00195882	0.000146004	0.00115654	0.00118035	0.00171593	0.00191367	0.000598566	0.00232924	0.00193745	0.000501575	5.9497e-05	3.5238e-05	0.00124458	0.000144449	0.00130633	0.00204103	0.000799795	0.00219676	0.00116206	0.00280977	0.00169726	0.00112169	0.00137172	0.00378539	0.000633374	6.55813e-05	0.00317857	0.000939554	0.00202596	0.00356172	0.00082474	0.00173836	4.04439e-05	0.00194484	0.00108752	0.000732459	0.00494566	0.00101678	0.00126813	0.00124256	0.000658149	4.04194e-05	0.00423521	0.00231114	0.00534309	0.0107447	0.00395901	0.00252439	0.000521568	0.00121012	0.00161494	0.00242819	0.000342241	0.00227703	0.000552956	0.000289903	0.000147556	0.000819739	0.00330395	0.00122478	0.00494402	6.88958e-05	0.00133144	0.000641283	0.00231368	0.00920398	0.000462064	0.00516567	0.00158063	0.000677278	0.00324857	0.000766605	0.000377742	0.000161594	0.000166578	0.000283964	0.0107824	0.000856876	0.00187795	0.000774914	0.00102391	0.000339869	0.00200668	0.000283827	0.000702699	0.00679873	0.00266971	0.0001582	0.00010721	7.36006e-06	0.00273047	0.00768297	0.000981533	0.0155996	0.00138611	0.00172131	0.000714173	0.000226299	0.0045657	5.2711e-05	0.00428401	1.13021e-05	0.00392449	0.0088991	0.00108756	0.0170271	0.00152218	0.00217703	0.00131259	0.00115101	0.000924079	0.000172351	0.0033448	0.00205649	0.00100055	0.000314474	0.00099459	0.000638972	0.000774032	0.00185418	0.00231911	0.00657993	0.000513759	0.00142185	0.00139722	0.00019964	0.0935158	0.342848	0.0266313	0.00958285	0.458033	0.0693891	0.33855	0.214928	0.199065	0.247457	0.3158981
5340	-5434.764	-5488.404	53.64035	0.00118533	0.000495548	0.00546342	0.00269223	0.00275834	0.00119446	0.00185407	0.000976144	0.000559138	0.00312005	0.000346999	0.00479171	0.00163519	0.00308462	0.00177464	0.000856687	0.000757417	0.0011674	0.00342339	0.00303239	0.000334048	0.00123043	0.00275592	0.000112741	0.000732171	0.000701867	0.000935985	0.000244649	0.00183881	0.000426007	0.0023035	0.00169742	4.25127e-05	0.00264392	0.000873056	0.000802105	0.00586338	0.000471066	0.00204645	0.00217042	0.00143547	6.47707e-05	2.28466e-05	0.00219711	0.000399568	0.002118	0.00247962	0.000661874	0.00178709	0.00118059	0.00303586	0.000614199	0.00112391	0.00276781	0.00573439	0.000256761	0.000134546	0.0015576	0.00227851	0.00128828	0.00335885	0.00154377	0.000740905	0.000130469	0.00448296	0.000470116	0.000422791	0.00588432	0.00254725	0.00181982	0.000419643	0.000546319	0.000138762	0.00437613	0.00128377	0.00375475	0.00193054	0.00185925	0.00225012	0.000472133	0.00107037	0.0026578	0.0014796	0.000239901	0.00353516	0.000905051	0.000894708	0.000106847	0.000509661	0.00217312	0.000746808	0.00205072	8.46351e-05	0.00118421	0.000196574	0.000659727	0.00847355	0.000686262	0.00940027	0.000841803	0.000705261	0.00188916	0.00211055	0.000877609	0.000197122	0.000873416	0.000628143	0.0110869	0.00136022	0.00181494	0.000360993	0.000569915	0.000496613	0.00140201	0.000756098	0.000956749	0.00652758	0.0033331	0.000171242	9.21656e-05	7.70126e-06	0.00149215	0.00381908	0.000699401	0.0108168	0.00368597	0.000311755	0.000964689	0.000180611	0.00372189	5.54829e-05	0.00394088	2.66467e-05	0.00719664	0.00963686	0.000902756	0.025119	0.00240915	0.00110817	0.00259289	0.00385649	0.00095396	0.000127827	0.00206297	0.00137224	0.00255188	0.000416899	0.000272821	0.00113348	0.000922214	0.00530528	0.0016439	0.00966984	0.00167733	0.000501062	0.000661636	0.000445409	0.115413	0.384836	0.0374969	0.0108994	0.391973	0.0593814	0.33855	0.214928	0.199065	0.247457	0.3253374
5350	-5443.614	-5497.075	53.46063	0.00215999	0.000331715	0.00494303	0.000808284	0.00212843	0.00111475	0.00173953	0.00276466	0.00109368	0.00459984	6.88629e-05	0.00439833	0.000905738	0.00360015	0.00166157	0.00184482	0.000603684	0.000571432	0.00289862	0.00183332	0.000205412	0.0012953	0.000647598	0.000318394	0.000637202	0.00103858	0.000798411	0.00126641	0.000973193	0.000364324	0.00500802	0.00319983	0.000109065	0.00095534	0.000657678	0.000948367	0.00354014	0.00146037	0.00252959	0.001654	0.00162461	6.01035e-05	9.15795e-05	0.00206201	0.00073753	0.00346856	0.0015814	0.00067036	0.0015597	0.000610561	0.00276313	0.00132799	0.00490785	0.00248132	0.0113409	0.000200162	7.66889e-05	0.00193709	0.00195401	0.00358623	0.00573521	0.000734908	0.000203952	7.16879e-05	0.00300049	0.00083964	0.000487408	0.00829536	0.00147319	0.00145424	0.000254701	0.00102309	1.19207e-05	0.00612922	0.00223033	0.00386057	0.00341978	0.00495045	0.00126094	0.00127343	0.00125387	0.000923073	0.00163699	0.000319536	0.00423637	0.000871251	0.00188349	0.000345685	0.000277595	0.00259493	0.000239951	0.00340539	6.2648e-05	0.000972336	0.000281747	0.000605065	0.0115821	0.00287931	0.00788437	0.00123842	0.000384038	0.00258331	0.00293951	0.00108984	0.000324731	0.000558461	0.000511486	0.00944595	0.000446686	0.000828494	0.000355734	0.000440333	0.00301323	0.00157319	0.00249477	0.00109967	0.00512193	0.00528767	0.000130965	0.000648301	4.0174e-06	0.00186169	0.00408041	0.00164337	0.0092929	0.00169186	0.000861967	0.00054919	0.000116818	0.00831363	2.08356e-05	0.00303372	1.92143e-05	0.00585809	0.00459556	0.00101315	0.0241677	0.00227929	0.000198314	0.0027034	0.00293306	0.000596537	0.000236265	0.000572578	0.0027439	0.00142779	0.00111339	0.000211463	0.00188388	0.00108206	0.00423941	0.00102648	0.00975827	0.00130653	0.000468621	0.000883769	0.000318084	0.111482	0.38079	0.0391058	0.0173457	0.387853	0.0634238	0.33855	0.214928	0.199065	0.247457	0.3433097
5360	-5440.751	-5494.041	53.29007	0.00466297	0.000387596	0.0102437	0.00142996	0.00216851	0.00107539	0.00597297	0.000556221	0.000495454	0.00285904	5.78492e-05	0.00547319	0.00229176	0.00113699	0.00236482	0.000977676	0.000446273	0.000925047	0.00140713	0.00133366	0.00036321	0.00199274	0.000407811	0.000606296	0.000340472	0.00193592	0.00139977	0.00117536	0.00339974	0.000967418	0.00157505	0.00366873	0.00018336	0.00105847	0.00234692	0.000948367	0.00413315	0.000704088	0.000641132	0.0016401	0.000962706	7.00009e-05	9.65047e-05	0.00165279	0.0016167	0.00611616	0.00464213	0.000976157	0.00222518	0.000909726	0.00269144	0.00053579	0.00134145	0.00226508	0.00360892	8.63481e-05	1.72023e-05	0.0016875	0.00349163	0.0031641	0.00417979	0.000210836	0.0001202	0.000151261	0.00252121	0.000563647	0.000386595	0.00584146	0.000704164	0.00295367	0.000642886	0.000298048	4.96061e-06	0.00210596	0.00375124	0.00584596	0.00254471	0.00439442	0.000514563	0.000811545	0.00087857	0.00216851	0.00114852	0.00041201	0.00399313	0.000589273	0.00234462	0.00043896	0.000231301	0.00281518	0.00079864	0.00148502	0.000102273	0.000500989	0.000550214	0.00178357	0.00953059	0.00342106	0.0083489	0.000513856	0.000808411	0.00341641	0.00380571	0.000881239	0.00259917	0.00113653	0.000295582	0.00948777	0.000154319	0.00109827	0.00189796	0.000344357	0.00190036	0.000995489	0.00165502	0.00137303	0.00621683	0.0079644	9.81874e-05	0.000570688	1.01851e-06	0.00268903	0.00638858	0.00133102	0.0147505	0.00297141	0.00149342	0.00094843	6.527e-05	0.00966825	8.0815e-06	0.00435209	6.12392e-05	0.00651793	0.00982659	0.00154984	0.0240078	0.00128689	0.000184148	0.00181249	0.00225571	0.000446511	0.000219973	0.000742413	0.00174674	0.000725582	0.000630101	9.80029e-05	0.00454472	0.00161709	0.00263235	0.00561416	0.00454036	0.000969207	0.00038233	0.00163991	0.00043265	0.117272	0.36673	0.0230338	0.0182467	0.407999	0.0667182	0.335869	0.213226	0.219431	0.231474	0.3603656
5370	-5434.179	-5487.572	53.3936	0.000992566	0.000896123	0.00934867	0.00187199	0.00166871	0.00159718	0.00317234	0.00220768	0.000588207	0.0029712	4.41058e-05	0.00615142	0.0037908	0.00179843	0.00174019	0.00159827	0.00112033	0.000238948	0.00265228	0.00243779	0.000162835	0.00140573	0.000558119	0.000760211	0.00039679	0.00348444	0.00179719	0.00151016	0.00614297	0.000291242	0.00149657	0.00683836	9.02541e-05	0.000853043	0.00137903	0.00149536	0.00266132	0.000699419	0.000376679	0.00128653	0.00114754	9.82988e-05	2.81391e-05	0.000824638	0.00269563	0.00748581	0.00205408	0.000556615	0.00144222	0.00227723	0.00352388	0.000552951	0.000648539	0.00195548	0.00735359	0.000120033	2.31974e-05	0.000783545	0.00288528	0.00198464	0.00470748	0.000240399	0.000333349	3.2274e-05	0.00277568	0.00056779	0.000465753	0.00677339	0.000546883	0.00378369	0.000384812	0.000353993	8.75008e-06	0.00242336	0.00191404	0.000841773	0.00552496	0.00327898	0.00155021	0.000470381	0.000751783	0.00235635	0.000403535	0.00101851	0.000958716	0.00114474	0.00235295	0.000535491	0.000287037	0.00651233	0.000419985	0.00312717	0.000346209	0.00069784	0.00242531	0.00230642	0.00762279	0.00323122	0.00778596	0.00068243	0.00130313	0.00193106	0.00303855	0.00202965	0.00183895	0.000391638	0.000145743	0.0182989	0.000182244	0.000370467	0.00229905	0.000396487	0.00373523	0.000801103	0.00393806	0.00279623	0.00825052	0.00514069	0.000129869	0.00135891	2.34578e-06	0.00459925	0.00444649	0.00175305	0.0105931	0.00143411	0.00230424	0.003594	5.1027e-05	0.00485848	4.12902e-05	0.00276123	0.000210189	0.00606508	0.00533159	0.000542954	0.0210976	0.000942696	0.000613605	0.000601094	0.000758487	0.000786612	0.000163565	0.000399757	0.00141458	0.000213429	0.000538762	0.000192571	0.00137347	0.00135612	0.00173113	0.00312887	0.00435149	0.000361637	0.000388664	0.00152326	0.00015122	0.110701	0.367737	0.0386865	0.00685498	0.40912	0.0669014	0.32694	0.210025	0.216136	0.246898	0.3500131
5380	-5435.601	-5489.099	53.4978	0.00104493	0.00165968	0.00585723	0.001171	0.00221788	0.00206396	0.00217816	0.00210313	0.00168043	0.00160226	5.37617e-05	0.00941205	0.00429357	0.000947928	0.00250487	0.000904264	0.00232702	6.15882e-05	0.00166161	0.00257299	0.000168389	0.000773417	0.000528817	0.000945644	0.00029058	0.0012827	0.00424156	0.000336988	0.00197763	0.00191022	0.00262225	0.00619282	0.000318569	0.00153969	0.00237185	0.000922578	0.00286368	0.000682531	0.00101413	0.00156538	0.00107671	0.000175323	1.80529e-05	0.00130921	0.00195555	0.00587636	0.004559	0.000591114	0.000416922	0.00242905	0.00341445	0.00122725	0.000537993	0.0020307	0.00282167	0.00023139	3.4553e-05	0.000772713	0.00341717	0.00261398	0.00337626	0.000409237	0.000448969	3.17576e-05	0.00565516	0.000995562	0.000783847	0.00864436	0.000518037	0.00117671	0.000542294	0.000494751	1.49015e-05	0.00149069	0.00199012	0.000785102	0.00566462	0.00275837	0.00241804	0.00137819	0.000188785	0.00152145	0.000496461	0.000577971	0.000952317	0.00331215	0.00110079	0.00062455	0.00012647	0.00413897	0.000118022	0.00233427	8.54435e-05	0.000667003	0.00120449	0.00134993	0.00561697	0.00561948	0.00989729	0.000441027	0.00233011	0.00118784	0.00185241	0.000705471	0.000911019	0.000175358	8.16278e-05	0.00700634	0.000774296	0.000227876	0.00186798	0.00159143	0.00215536	0.000863747	0.0017364	0.00429038	0.00406403	0.00632262	4.43177e-05	0.00134172	1.25854e-05	0.00494074	0.00724375	0.0009969	0.00984078	0.00345966	0.00310022	0.00263458	0.000221418	0.00749191	7.73356e-05	0.00396033	0.000203223	0.0031436	0.00826558	0.000349016	0.0199711	0.00173389	0.00158023	0.00188769	0.0017137	0.00180488	0.000430755	0.000183582	0.00158979	0.000334945	0.000348736	0.000258548	0.00128057	0.0019747	0.00175481	0.00367052	0.00650778	0.000526228	0.000556442	0.000375334	0.00130915	0.105012	0.34884	0.0366985	0.00779583	0.43819	0.0634636	0.32694	0.210025	0.216136	0.246898	0.339593
5390	-5441.47	-5494.854	53.38342	0.000996569	0.000692967	0.00600362	0.000510315	0.00108415	0.00217743	0.00159809	0.00243337	0.00113325	0.00269833	0.000213345	0.00537501	0.0034873	0.0040372	0.00172106	0.00112108	0.00357366	4.31054e-05	0.00155161	0.0037035	0.000513476	0.000465602	0.000286978	0.00115409	0.000489598	0.000758512	0.00192921	0.000829743	0.00297205	0.00139351	0.00487747	0.00420082	0.000497225	0.00222185	0.0015084	0.00171932	0.00455058	0.000980749	0.0017075	0.00113475	0.00150446	0.000117888	1.23369e-05	0.000920833	0.00139112	0.0073464	0.00267953	0.00106894	0.000450584	0.0012853	0.00277967	0.000821492	0.00225888	0.001116	0.00483435	0.000712057	3.83551e-05	0.00481793	0.00252292	0.00151667	0.00387986	0.000256955	0.000788273	2.42635e-05	0.00165842	0.00042298	0.00129538	0.0091094	0.00103999	0.000758118	0.00163677	0.000490611	9.97192e-06	0.00183248	0.00208507	0.00481294	0.00500063	0.0026318	0.00124681	0.00055665	0.000359222	0.00215386	0.000410308	0.00101127	0.00124094	0.00112399	0.00137032	0.00148115	0.000319981	0.00326493	0.000190706	0.00436498	3.99953e-05	0.000776922	0.00104728	0.00276529	0.00536548	0.00164525	0.0128171	0.000575964	0.00222286	0.00243086	0.00169396	0.00178034	0.00153976	0.000417331	0.000122405	0.00792583	0.000679788	0.000114644	0.0028389	0.0013701	0.00441233	0.00158155	0.00040038	0.00161774	0.008806	0.00802852	3.61469e-05	0.00433266	3.75378e-05	0.000861593	0.0048544	0.00120595	0.0105981	0.00111727	0.00157157	0.00557694	0.000205047	0.00516693	0.000149819	0.00459966	0.000462043	0.00753236	0.00523304	0.000206898	0.0202181	0.00235025	0.00158133	0.00120439	0.00249438	0.00198998	7.80819e-05	0.00015065	0.0015152	0.000435174	0.00086507	0.000243228	0.00296052	0.00129961	0.00106872	0.00332828	0.00422841	0.000801876	0.000977093	0.00137654	0.00172814	0.103833	0.356656	0.0362863	0.00476829	0.433269	0.0651875	0.343965	0.185101	0.227391	0.243543	0.3510307
5400	-5451.352	-5504.748	53.39587	0.000872647	0.00062398	0.00857082	0.000849856	0.0024141	0.00248378	0.00251066	0.00165029	0.00176299	0.00268245	0.000487298	0.00805702	0.00161573	0.00314422	0.00262025	0.000552605	0.00371939	0.000106214	0.0025669	0.00506439	0.0008683	0.00048785	0.000211336	0.00051325	0.000434286	0.000718058	0.00164461	0.000333979	0.00273351	0.000543637	0.00127419	0.00329086	0.00028672	0.00186677	0.00312164	0.00245829	0.00187246	0.00217524	0.00517173	0.00142604	0.000997316	9.48914e-05	5.29614e-05	0.00149997	0.00119422	0.00704687	0.00337517	0.000284852	0.000386465	0.000950185	0.00335227	0.000541365	0.00120768	0.0021824	0.00534726	0.000273177	1.06365e-05	0.00265766	0.000560432	0.0013291	0.00425166	0.000157536	0.000892154	4.70385e-05	0.00243544	0.000744708	0.000694839	0.00678383	0.00217907	0.0010026	0.000993925	0.000104529	5.49128e-06	0.00519152	0.00314451	0.00121935	0.00158546	0.00370147	0.00185583	0.000446456	0.00141249	0.00099237	0.000206708	0.000206726	0.00280419	0.00144746	0.00267279	0.002974	0.000678755	0.00610594	9.82375e-05	0.00652138	3.07536e-05	0.00141978	0.000685878	0.00219013	0.00508839	0.00336928	0.00772875	0.00203747	0.00114959	0.00315712	0.0020074	0.00212338	0.00185867	0.00205391	0.000151623	0.0069034	0.000510165	0.000664037	0.00204564	0.000333162	0.00149579	0.000546539	0.000766361	0.00144132	0.00521489	0.00468369	3.05737e-05	0.00297039	0.000211044	0.00189066	0.00445586	0.000851009	0.0106387	0.000910366	0.00105812	0.00227736	0.000347273	0.006258	8.37065e-05	0.00189022	0.00136087	0.00642415	0.00935709	0.00027795	0.0203661	0.00179784	0.00188332	0.00121004	0.00230138	0.00266471	1.91184e-05	0.000467831	0.00231187	0.000300179	0.000891969	0.000595655	0.00365719	0.000836306	0.00443212	0.00533648	0.00435693	0.00144671	0.0016829	0.00106796	0.000516724	0.104754	0.359821	0.0283477	0.00470248	0.437114	0.0652603	0.348147	0.187351	0.217999	0.246503	0.3497854
5410	-5454.758	-5508.13	53.37213	0.00219231	0.000849932	0.00756817	0.00155173	0.00155534	0.00106538	0.0036789	0.00276599	0.000484339	0.00599437	0.0012011	0.00569882	0.00294764	0.00264353	0.00382164	0.000599086	0.00150448	3.66538e-05	0.00164506	0.00575961	0.000848003	0.0030101	0.000496845	0.000268823	0.000901467	0.000931276	0.00093738	0.000230621	0.00554984	0.000269036	0.000545368	0.00259904	0.00146523	0.00115341	0.00208933	0.0011618	0.00516877	0.00133975	0.00104849	0.000893841	0.000470638	9.6295e-05	6.21431e-05	0.00226737	0.0034731	0.00540353	0.000776158	0.000327874	0.00012031	0.00133864	0.00436085	0.000445386	0.00241534	0.00165803	0.00504908	0.000993151	6.15542e-06	0.00168823	0.00192011	0.00092597	0.00463198	0.000256787	0.000888026	4.33786e-05	0.00231738	0.000740385	0.000586428	0.00653586	0.00180429	0.00100625	0.00256676	0.000240949	4.97896e-06	0.00415694	0.00294547	0.00405788	0.00117689	0.00447458	0.0011954	0.00108963	0.00143987	0.000680924	0.000207715	0.000875775	0.00141432	0.000990268	0.00156455	0.00114164	0.000262726	0.00208622	0.000504549	0.00195988	9.7047e-05	0.00070474	0.00110068	0.00173034	0.00826706	0.0033317	0.00437544	0.00342147	0.00145348	0.00442135	0.000415172	0.00339984	0.0022184	0.000359239	0.00127291	0.00714657	0.000226233	0.00147317	0.00150867	0.00104289	0.00211918	0.00213993	0.000372064	0.00142117	0.00807815	0.00933434	3.50868e-05	0.000351999	0.000365635	0.00338861	0.00472549	0.000663904	0.014417	0.00185911	0.00142294	0.00243381	0.000984143	0.00631278	0.000116694	0.0018393	0.000181816	0.00504076	0.00944439	0.00026751	0.0171749	0.000497872	0.000778095	0.00164616	0.00374631	0.00105565	2.71832e-05	5.62416e-05	0.00257776	0.000168273	0.000944374	0.000442338	0.00425588	0.000885757	0.00360591	0.00314642	0.00938399	0.000554133	0.00280586	0.000806803	0.000198084	0.101257	0.36551	0.0396434	0.00826815	0.436844	0.0484778	0.34783	0.187442	0.218105	0.246623	0.3521598
5420	-5462.212	-5515.597	53.38513	0.00392444	0.000608166	0.00785211	0.00124836	0.00222372	0.00155067	0.00333197	0.00237933	0.00105395	0.0027513	0.000154234	0.00559144	0.00271992	0.00338514	0.00183781	0.000301096	0.000584482	1.9547e-05	0.00212698	0.00287709	0.000595852	0.00316294	0.00118945	0.000440336	0.00103474	0.00380523	0.000958935	0.000137407	0.00341751	0.00111189	0.00175844	0.000562706	0.00170295	0.00165803	0.00302254	0.00165488	0.00262112	0.00150594	0.000439399	0.000571136	0.000535228	8.82396e-05	9.6009e-05	0.00175482	0.00238333	0.00733493	0.00102652	0.000307722	0.000117349	0.00169231	0.00846846	0.000246752	0.0014212	0.0011727	0.00253876	0.00181933	8.98606e-06	0.00177156	0.0035145	0.000488993	0.00338225	0.000139643	0.000485324	4.38222e-05	0.00335282	0.0004963	0.00101524	0.0117773	0.00299527	0.000619179	0.00417388	0.000893103	5.0766e-06	0.00280953	0.00239768	0.00301692	0.00121508	0.00170745	0.00137698	0.000725161	0.000330665	0.000760078	0.000182137	0.00229528	0.00361417	0.00290762	0.00247094	0.000433165	0.000963997	0.00271731	0.000298434	0.00441103	0.000104972	0.00123606	0.00164877	0.00217214	0.00655963	0.00105615	0.00806762	0.00121602	0.000706226	0.00200787	0.00050389	0.00240477	0.000806844	0.000573802	0.00214325	0.012609	0.00030793	0.000540357	0.00224286	0.00195127	0.00129186	0.00206797	0.000521787	0.00327123	0.0100985	0.00904609	4.66391e-05	9.82098e-05	0.000732938	0.00117296	0.00500754	0.00147003	0.0120628	0.00344218	0.00191185	0.0028541	0.000291796	0.00352223	0.000279075	0.00268483	0.000269714	0.00612029	0.0044043	0.00214636	0.016204	0.00019136	0.00141423	0.00226575	0.00244154	0.000991792	1.64354e-05	4.02509e-05	0.0029263	0.000843367	0.000173502	0.000261555	0.00370177	0.000651473	0.00429616	0.00277081	0.0044809	0.000999399	0.00262429	0.00109344	0.000123122	0.109633	0.367227	0.0321197	0.0135547	0.435705	0.0417608	0.342401	0.184516	0.230309	0.242774	0.3508599
5430	-5449.224	-5502.64	53.41559	0.00125516	0.00062048	0.00611522	0.00121196	0.00277452	0.0010803	0.00322856	0.00373359	0.000802005	0.004558	0.000157847	0.00505053	0.00179922	0.000926434	0.00442926	0.00027785	0.000617023	1.62359e-05	0.00212454	0.00186693	0.000563857	0.00310872	0.00188472	0.000145623	0.00100563	0.00205473	0.000681229	0.000152424	0.00299172	0.000820381	0.00215168	0.00205162	0.00107853	0.00153948	0.00285804	0.00154842	0.00363593	0.00187263	0.00145591	0.00216938	0.00127825	0.000614175	0.000124405	0.000681245	0.000467212	0.00463925	0.00106162	0.0003407	0.000194632	0.00117319	0.00203611	0.000311737	0.00528096	0.00134554	0.0028072	0.00153784	9.32191e-06	0.00306504	0.00148823	0.000269158	0.00506667	0.000242287	0.000227575	5.38288e-05	0.00379714	0.000773393	0.000494158	0.00749441	0.00238738	0.00157173	0.00286595	0.000375282	6.94763e-05	0.00151039	0.00192024	0.00450504	0.00241117	0.00237794	0.00427509	0.00070329	0.000172686	0.0002365	7.13313e-05	0.00107957	0.00212904	0.00280516	0.00142178	0.000480422	0.000654175	0.00546952	0.000538874	0.00303695	9.35015e-05	0.00246777	0.000926261	0.00152498	0.0106311	0.00234723	0.00758965	0.00223556	0.00270846	0.0015732	0.00104011	0.00378701	0.00082151	0.00086011	0.00215643	0.00566525	0.000514587	0.000512609	0.00119588	0.0041359	0.00142182	0.00104535	0.000669353	0.002066	0.00671592	0.00890913	5.87672e-05	0.000128999	0.00064716	0.00295902	0.00561042	0.00265049	0.0114879	0.00206011	0.00113382	0.00117495	0.0004024	0.00459609	0.000922172	0.00260635	0.000183546	0.00396386	0.00513818	0.000302326	0.0252928	0.000192459	0.00301203	0.0031123	0.00085616	0.00213362	3.43631e-05	0.000202656	0.00287232	0.00072667	0.000104201	9.80446e-05	0.00591206	0.000348143	0.0027168	0.00224464	0.00831661	0.000559622	0.00224816	0.000771682	5.65975e-05	0.145897	0.373151	0.0427442	0.0185554	0.373893	0.0457591	0.338336	0.194199	0.227574	0.239891	0.3478137
5440	-5430.616	-5484.23	53.61369	0.0010177	0.000745677	0.00891827	0.00111149	0.00281978	0.000410099	0.00355958	0.0034148	0.000625913	0.0024766	0.000238504	0.00920115	0.00272351	0.00127373	0.00422872	0.000136343	0.000653164	1.27499e-05	0.00180876	0.00291157	0.000508875	0.000148385	0.00238097	3.50446e-05	0.00093483	0.00157849	0.00112538	0.000214646	0.001869	0.00408621	0.00133637	0.00076217	0.0003867	0.00131861	0.00132543	0.0010307	0.00221576	0.000887361	0.00136959	0.00334229	0.00152149	0.000213466	0.000219497	0.00133977	0.000288115	0.00594535	0.00183392	0.000481163	0.000367678	0.000995073	0.00217522	0.00121802	0.00355352	0.0015533	0.00469653	0.000751921	2.79374e-06	0.00220352	0.00236313	0.0011341	0.00797903	4.94342e-05	0.00201148	5.95126e-05	0.00271127	0.000428848	0.00013261	0.00599518	0.00396457	0.0014602	0.00143518	0.000584179	0.000614513	0.00223722	0.00123488	0.00306132	0.00282239	0.00217259	0.00291394	0.000325531	0.000184355	0.000183858	0.000199408	0.000665711	0.000534684	0.00203969	0.00159565	0.000490162	0.000443951	0.00306906	0.000545196	0.001332	3.75828e-05	0.00283466	0.00231698	0.000921533	0.00908243	0.0010697	0.00652498	0.00245013	0.00116693	0.000508856	0.000470737	0.00491492	0.000317799	0.000881591	0.00184647	0.00866438	0.000638512	0.000227031	0.000630924	0.0019736	0.00282159	0.000998891	0.000454481	0.0028359	0.00673774	0.00324599	4.38419e-05	0.000157395	0.000343898	0.00293654	0.00433823	0.00344492	0.0093337	0.00485937	0.000572903	0.00144771	0.000181766	0.00575563	0.0010258	0.003833	0.000234769	0.00278279	0.00565919	0.000450982	0.0263093	6.62692e-05	0.00198394	0.00289733	0.000677625	0.00211313	0.000145175	0.000671314	0.00191545	0.00180076	0.000325167	0.000125073	0.00250775	0.0003917	0.00196302	0.00354513	0.00513882	0.000450783	0.000682471	0.000829132	7.76591e-06	0.121622	0.309452	0.0294087	0.0153878	0.469904	0.0542259	0.326513	0.196378	0.234526	0.242583	0.328004
